COMBUSTIBLE,ESTADO,FECHA_DE_REGISTRO,CLASE,SERVICIO,MUNICIPIO,DEPARTAMENTO,CANTIDAD,PM25,PM10,NO2,CO
GASO ELEC,ACTIVO,2020,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2020,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2020,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2020,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2020,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2019,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2020,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2020,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMPERO,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMPERO,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMPERO,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2020,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2020,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2021,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,BELLO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMPERO,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,SABANETA,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,ENVIGADO,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,AUTOMOVIL,Particular,MEDELLIN,Antioquia,1,,,,
GASO ELEC,ACTIVO,2022,CAMIONETA,Particular,ENVIGADO,Antioquia,1,,,,
